Serial_Num (N/A),Season (Year),Name (N/A),ISO_time,day,month,hour,Nature (N/A),Latitude (deg_north),Longitude (deg_east),Wind(WMO) (kt),Pres(WMO) (mb),Wind(WMO) Percentile (%),Pres(WMO) Percentile (%),Intensity
1983228N27270,1983,ALICIA,1983-08-19 06:00:00,19,8,6, TS,32.4,-97.4,30,1003,17.062,41.251,Low
1983228N27270,1983,ALICIA,1983-08-19 12:00:00,19,8,12, TS,33.3,-98.0,25,1006,4.702,26.65,Low
1983228N27270,1983,ALICIA,1983-08-19 18:00:00,19,8,18, TS,34.4,-98.5,25,1009,4.702,9.96,Low
1983228N27270,1983,ALICIA,1983-08-20 00:00:00,20,8,0, TS,35.4,-99.0,20,1010,0.857,5.605,Low
1983228N27270,1983,ALICIA,1983-08-20 06:00:00,20,8,6, ET,36.5,-99.4,20,1011,0.857,3.783,Low
1983228N27270,1983,ALICIA,1983-08-20 12:00:00,20,8,12, ET,37.6,-99.2,20,1011,0.857,3.783,Low
1983228N27270,1983,ALICIA,1983-08-20 18:00:00,20,8,18, ET,38.9,-99.0,20,1011,0.857,3.783,Low
1983228N27270,1983,ALICIA,1983-08-21 00:00:00,21,8,0, ET,40.0,-98.0,20,1010,0.857,5.605,Low
1983228N27270,1983,ALICIA,1983-08-21 06:00:00,21,8,6, ET,41.2,-97.0,20,1010,0.857,5.605,Low
1983236N26284,1983,BARRY,1983-08-23 18:00:00,23,8,18, TS,26.0,-76.0,25,1012,4.702,2.126,Low
1983236N26284,1983,BARRY,1983-08-24 00:00:00,24,8,0, TS,26.8,-76.2,30,1011,17.062,3.783,Low
1983236N26284,1983,BARRY,1983-08-24 06:00:00,24,8,6, TS,27.4,-76.3,40,1010,42.219,5.605,Low
1983236N26284,1983,BARRY,1983-08-24 12:00:00,24,8,12, TS,28.1,-76.8,50,1011,57.844,3.783,Low
1983236N26284,1983,BARRY,1983-08-24 18:00:00,24,8,18, TS,28.1,-77.6,50,1011,57.844,3.783,Low
1983236N26284,1983,BARRY,1983-08-25 00:00:00,25,8,0, TS,28.1,-78.9,45,1011,49.669,3.783,Low
1983236N26284,1983,BARRY,1983-08-25 06:00:00,25,8,6, TS,28.0,-79.8,40,1012,42.219,2.126,Low
1983236N26284,1983,BARRY,1983-08-25 12:00:00,25,8,12, TS,27.9,-80.8,30,1013,17.062,1.368,Low
1983236N26284,1983,BARRY,1983-08-25 18:00:00,25,8,18, TS,27.5,-82.0,25,1014,4.702,0.795,Low
1983236N26284,1983,BARRY,1983-08-26 00:00:00,26,8,0, TS,27.0,-83.8,20,1013,0.857,1.368,Low
1983236N26284,1983,BARRY,1983-08-26 06:00:00,26,8,6, TS,26.3,-85.0,25,1013,4.702,1.368,Low
1983236N26284,1983,BARRY,1983-08-26 12:00:00,26,8,12, TS,25.7,-86.3,30,1012,17.062,2.126,Low
1983236N26284,1983,BARRY,1983-08-26 18:00:00,26,8,18, TS,25.2,-87.6,30,1011,17.062,3.783,Low
1983236N26284,1983,BARRY,1983-08-27 00:00:00,27,8,0, TS,25.1,-88.9,30,1010,17.062,5.605,Low
1983236N26284,1983,BARRY,1983-08-27 06:00:00,27,8,6, TS,25.2,-90.2,30,1009,17.062,9.96,Low
1983236N26284,1983,BARRY,1983-08-27 12:00:00,27,8,12, TS,25.8,-91.6,35,1008,32.179,16.249,Low
1983236N26284,1983,BARRY,1983-08-27 18:00:00,27,8,18, TS,25.8,-93.0,45,1002,49.669,44.581,Low
1983236N26284,1983,BARRY,1983-08-28 00:00:00,28,8,0, TS,25.7,-94.5,60,999,68.918,55.048,Low
1983236N26284,1983,BARRY,1983-08-28 06:00:00,28,8,6, TS,25.5,-95.5,60,998,68.918,56.725,Low
1983236N26284,1983,BARRY,1983-08-28 12:00:00,28,8,12, TS,25.5,-96.4,65,993,73.077,67.193,Low
1983236N26284,1983,BARRY,1983-08-28 18:00:00,28,8,18, TS,25.4,-97.5,70,986,78.144,76.341,Low
1983236N26284,1983,BARRY,1983-08-29 00:00:00,29,8,0, TS,25.5,-98.5,40,995,42.219,62.326,Low
1983236N26284,1983,BARRY,1983-08-29 06:00:00,29,8,6, TS,25.5,-99.5,30,1005,17.062,31.62,Low
1983236N26284,1983,BARRY,1983-08-29 12:00:00,29,8,12, TS,25.5,-100.5,25,1010,4.702,5.605,Low
1983254N30296,1983,CHANTAL,1983-09-10 12:00:00,10,9,12, TS,30.2,-64.4,25,1010,4.702,5.605,Low
1983254N30296,1983,CHANTAL,1983-09-10 18:00:00,10,9,18, TS,30.9,-64.0,30,1008,17.062,16.249,Low
1983254N30296,1983,CHANTAL,1983-09-11 00:00:00,11,9,0, TS,31.6,-63.3,35,1005,32.179,31.62,Low
1983254N30296,1983,CHANTAL,1983-09-11 06:00:00,11,9,6, TS,32.0,-62.4,45,1000,49.669,49.967,Low
1983254N30296,1983,CHANTAL,1983-09-11 12:00:00,11,9,12, TS,32.4,-61.2,55,996,63.594,61.036,Low
1983254N30296,1983,CHANTAL,1983-09-11 18:00:00,11,9,18, TS,32.8,-60.0,65,994,73.077,64.461,Low
1983254N30296,1983,CHANTAL,1983-09-12 00:00:00,12,9,0, TS,33.1,-58.9,65,994,73.077,64.461,Low
1983254N30296,1983,CHANTAL,1983-09-12 06:00:00,12,9,6, TS,33.6,-57.6,65,994,73.077,64.461,Low
1983254N30296,1983,CHANTAL,1983-09-12 12:00:00,12,9,12, TS,34.0,-56.3,65,994,73.077,64.461,Low
1983254N30296,1983,CHANTAL,1983-09-12 18:00:00,12,9,18, TS,34.4,-55.5,65,994,73.077,64.461,Low
1983254N30296,1983,CHANTAL,1983-09-13 00:00:00,13,9,0, TS,34.8,-54.9,55,1000,63.594,49.967,Low
1983254N30296,1983,CHANTAL,1983-09-13 06:00:00,13,9,6, TS,35.3,-54.5,55,1000,63.594,49.967,Low
1983254N30296,1983,CHANTAL,1983-09-13 12:00:00,13,9,12, TS,35.9,-54.2,45,1005,49.669,31.62,Low
1983254N30296,1983,CHANTAL,1983-09-13 18:00:00,13,9,18, TS,36.3,-53.9,40,1005,42.219,31.62,Low
1983254N30296,1983,CHANTAL,1983-09-14 00:00:00,14,9,0, TS,36.8,-53.8,40,1005,42.219,31.62,Low
1983254N30296,1983,CHANTAL,1983-09-14 06:00:00,14,9,6, TS,37.4,-53.8,40,1006,42.219,26.65,Low
1983254N30296,1983,CHANTAL,1983-09-14 12:00:00,14,9,12, TS,38.7,-53.8,35,1008,32.179,16.249,Low
1983254N30296,1983,CHANTAL,1983-09-14 18:00:00,14,9,18, TS,39.5,-52.5,35,1008,32.179,16.249,Low
1983254N30296,1983,CHANTAL,1983-09-15 00:00:00,15,9,0, TS,40.4,-50.7,30,1009,17.062,9.96,Low
1983254N30296,1983,CHANTAL,1983-09-15 06:00:00,15,9,6, TS,41.7,-48.8,30,1009,17.062,9.96,Low
1983270N28287,1983,DEAN,1983-09-26 18:00:00,26,9,18, SS,28.0,-73.0,35,1010,32.179,5.605,Low
1983270N28287,1983,DEAN,1983-09-27 00:00:00,27,9,0, SS,28.5,-72.9,35,1009,32.179,9.96,Low
1983270N28287,1983,DEAN,1983-09-27 06:00:00,27,9,6, SS,29.0,-72.8,40,1006,42.219,26.65,Low
1983270N28287,1983,DEAN,1983-09-27 12:00:00,27,9,12, SS,29.5,-72.6,40,1003,42.219,41.251,Low
1983270N28287,1983,DEAN,1983-09-27 18:00:00,27,9,18, TS,30.3,-72.1,40,1000,42.219,49.967,Low
1983270N28287,1983,DEAN,1983-09-28 00:00:00,28,9,0, TS,31.2,-71.7,45,999,49.669,55.048,Low
1983270N28287,1983,DEAN,1983-09-28 06:00:00,28,9,6, TS,32.2,-71.1,45,999,49.669,55.048,Low
1983270N28287,1983,DEAN,1983-09-28 12:00:00,28,9,12, TS,33.1,-70.7,50,1000,57.844,49.967,Low
1983270N28287,1983,DEAN,1983-09-28 18:00:00,28,9,18, TS,34.0,-70.7,50,1001,57.844,47.972,Low
1983270N28287,1983,DEAN,1983-09-29 00:00:00,29,9,0, TS,34.5,-70.8,55,1003,63.594,41.251,Low
1983270N28287,1983,DEAN,1983-09-29 06:00:00,29,9,6, TS,34.8,-71.0,55,1005,63.594,31.62,Low
1983270N28287,1983,DEAN,1983-09-29 12:00:00,29,9,12, TS,35.1,-71.5,55,1006,63.594,26.65,Low
1983270N28287,1983,DEAN,1983-09-29 18:00:00,29,9,18, TS,35.8,-73.0,55,1007,63.594,21.627,Low
1983270N28287,1983,DEAN,1983-09-30 00:00:00,30,9,0, TS,36.4,-74.0,55,1008,63.594,16.249,Low
1983270N28287,1983,DEAN,1983-09-30 06:00:00,30,9,6, TS,37.0,-74.9,55,1009,63.594,9.96,Low
1983270N28287,1983,DEAN,1983-09-30 12:00:00,30,9,12, TS,37.5,-75.8,40,1010,42.219,5.605,Low
1983270N28287,1983,DEAN,1983-09-30 18:00:00,30,9,18, TS,37.9,-76.9,30,1015,17.062,0.519,Low
1984164N28285,1984,UNNAMED,1984-06-11 12:00:00,11,6,12, TS,28.0,-75.5,20,0,0.857,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-11 18:00:00,11,6,18, TS,28.2,-75.8,25,0,4.702,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-12 00:00:00,12,6,0, TS,28.4,-76.5,25,0,4.702,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-12 06:00:00,12,6,6, TS,28.7,-77.2,30,0,17.062,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-12 12:00:00,12,6,12, TS,28.9,-77.8,30,0,17.062,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-12 18:00:00,12,6,18, TS,29.0,-78.3,30,0,17.062,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-13 00:00:00,13,6,0, TS,29.2,-79.1,30,0,17.062,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-13 06:00:00,13,6,6, TS,29.6,-79.9,30,0,17.062,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-13 12:00:00,13,6,12, TS,29.8,-80.3,25,0,4.702,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-13 18:00:00,13,6,18, TS,29.9,-81.0,25,0,4.702,-100.0,Unknown
1984164N28285,1984,UNNAMED,1984-06-14 00:00:00,14,6,0, TS,30.2,-81.8,0,0,-100.0,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-18 12:00:00,18,6,12, TS,20.5,-94.0,20,0,0.857,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-18 18:00:00,18,6,18, TS,20.8,-94.8,20,0,0.857,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-19 00:00:00,19,6,0, TS,21.0,-95.5,25,0,4.702,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-19 06:00:00,19,6,6, TS,21.2,-96.2,25,0,4.702,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-19 12:00:00,19,6,12, TS,21.6,-96.8,30,0,17.062,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-19 18:00:00,19,6,18, TS,21.9,-97.2,30,0,17.062,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-20 00:00:00,20,6,0, TS,22.1,-98.0,30,0,17.062,-100.0,Unknown
1984171N21266,1984,UNNAMED,1984-06-20 06:00:00,20,6,6, TS,22.7,-98.5,0,0,-100.0,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-24 06:00:00,24,7,6, TS,11.8,-47.8,25,0,4.702,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-24 12:00:00,24,7,12, TS,12.0,-50.0,25,0,4.702,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-24 18:00:00,24,7,18, TS,12.7,-52.1,25,0,4.702,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-25 00:00:00,25,7,0, TS,13.0,-54.5,30,0,17.062,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-25 06:00:00,25,7,6, TS,13.3,-56.9,30,0,17.062,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-25 12:00:00,25,7,12, TS,13.9,-59.0,30,0,17.062,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-25 18:00:00,25,7,18, TS,14.2,-61.5,30,0,17.062,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-26 00:00:00,26,7,0, TS,14.5,-63.5,30,0,17.062,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-26 06:00:00,26,7,6, TS,14.8,-65.8,25,0,4.702,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-26 12:00:00,26,7,12, TS,15.0,-68.0,25,0,4.702,-100.0,Unknown
1984206N12312,1984,UNNAMED,1984-07-26 18:00:00,26,7,18, TS,15.2,-70.2,20,0,0.857,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-06 12:00:00,6,8,12, TS,37.0,-68.2,20,0,0.857,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-06 18:00:00,6,8,18, TS,37.2,-67.1,25,0,4.702,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-07 00:00:00,7,8,0, TS,37.5,-65.9,25,0,4.702,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-07 06:00:00,7,8,6, TS,37.8,-64.6,30,0,17.062,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-07 12:00:00,7,8,12, TS,38.0,-63.2,30,0,17.062,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-07 18:00:00,7,8,18, TS,38.2,-62.5,30,0,17.062,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-08 00:00:00,8,8,0, TS,38.8,-61.8,30,0,17.062,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-08 06:00:00,8,8,6, TS,39.0,-60.9,25,0,4.702,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-08 12:00:00,8,8,12, TS,39.3,-60.0,25,0,4.702,-100.0,Unknown
1984220N37292,1984,UNNAMED,1984-08-08 18:00:00,8,8,18, TS,39.8,-59.0,20,0,0.857,-100.0,Unknown
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-18 06:00:00,18,8,6, SS,33.0,-65.0,25,1005,4.702,31.62,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-18 12:00:00,18,8,12, SS,33.9,-63.1,25,1004,4.702,37.625,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-18 18:00:00,18,8,18, SS,34.7,-61.3,30,1003,17.062,41.251,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-19 00:00:00,19,8,0, SS,35.5,-59.5,30,1002,17.062,44.581,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-19 06:00:00,19,8,6, SS,36.5,-58.0,30,1001,17.062,47.972,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-19 12:00:00,19,8,12, SS,38.0,-56.4,35,1000,32.179,49.967,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-19 18:00:00,19,8,18, SS,39.6,-54.8,35,1000,32.179,49.967,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-20 00:00:00,20,8,0, SS,41.2,-53.2,40,1000,42.219,49.967,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-20 06:00:00,20,8,6, SS,42.5,-50.8,45,1000,49.669,49.967,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-20 12:00:00,20,8,12, SS,43.7,-48.3,50,1001,57.844,47.972,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-20 18:00:00,20,8,18, SS,45.1,-46.0,50,1002,57.844,44.581,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-21 00:00:00,21,8,0, SS,46.8,-44.0,45,1004,49.669,37.625,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-21 06:00:00,21,8,6, SS,47.9,-41.1,40,1006,42.219,26.65,Low
1984231N33295,1984,SUBTROP:SUBTROP 1,1984-08-21 12:00:00,21,8,12, SS,48.5,-38.0,30,1008,17.062,16.249,Low
1984242N11309,1984,ARTHUR,1984-08-28 18:00:00,28,8,18, TS,10.5,-51.0,25,1010,4.702,5.605,Low
1984242N11309,1984,ARTHUR,1984-08-29 00:00:00,29,8,0, TS,10.5,-52.5,25,1009,4.702,9.96,Low
1984242N11309,1984,ARTHUR,1984-08-29 06:00:00,29,8,6, TS,10.6,-54.0,25,1008,4.702,16.249,Low
1984242N11309,1984,ARTHUR,1984-08-29 12:00:00,29,8,12, TS,11.2,-55.0,35,1006,32.179,26.65,Low
1984242N11309,1984,ARTHUR,1984-08-29 18:00:00,29,8,18, TS,11.8,-55.8,45,1004,49.669,37.625,Low
1984242N11309,1984,ARTHUR,1984-08-30 00:00:00,30,8,0, TS,12.4,-56.3,45,1004,49.669,37.625,Low
1984242N11309,1984,ARTHUR,1984-08-30 06:00:00,30,8,6, TS,13.0,-57.0,40,1005,42.219,31.62,Low
1984242N11309,1984,ARTHUR,1984-08-30 12:00:00,30,8,12, TS,13.4,-57.4,35,1006,32.179,26.65,Low
1984242N11309,1984,ARTHUR,1984-08-30 18:00:00,30,8,18, TS,14.0,-57.8,35,1007,32.179,21.627,Low
1984242N11309,1984,ARTHUR,1984-08-31 00:00:00,31,8,0, TS,14.4,-58.0,35,1009,32.179,9.96,Low
1984242N11309,1984,ARTHUR,1984-08-31 06:00:00,31,8,6, TS,14.8,-58.1,35,1009,32.179,9.96,Low
1984242N11309,1984,ARTHUR,1984-08-31 12:00:00,31,8,12, TS,15.3,-58.2,35,1010,32.179,5.605,Low
1984242N11309,1984,ARTHUR,1984-08-31 18:00:00,31,8,18, TS,16.0,-58.4,30,1011,17.062,3.783,Low
1984242N11309,1984,ARTHUR,1984-09-01 00:00:00,1,9,0, TS,16.7,-58.6,30,1011,17.062,3.783,Low
1984242N11309,1984,ARTHUR,1984-09-01 06:00:00,1,9,6, TS,16.9,-59.1,30,1012,17.062,2.126,Low
1984242N11309,1984,ARTHUR,1984-09-01 12:00:00,1,9,12, TS,17.0,-59.8,30,1011,17.062,3.783,Low
1984242N11309,1984,ARTHUR,1984-09-01 18:00:00,1,9,18, TS,17.2,-60.2,25,1010,4.702,5.605,Low
1984242N11309,1984,ARTHUR,1984-09-02 00:00:00,2,9,0, TS,17.6,-60.6,25,1010,4.702,5.605,Low
1984242N11309,1984,ARTHUR,1984-09-02 06:00:00,2,9,6, TS,17.9,-61.0,25,1010,4.702,5.605,Low
1984242N11309,1984,ARTHUR,1984-09-02 12:00:00,2,9,12, TS,18.2,-61.2,25,1010,4.702,5.605,Low
1984242N11309,1984,ARTHUR,1984-09-02 18:00:00,2,9,18, TS,18.7,-61.4,30,1009,17.062,9.96,Low
1984242N11309,1984,ARTHUR,1984-09-03 00:00:00,3,9,0, TS,18.9,-61.8,30,1008,17.062,16.249,Low
1984242N11309,1984,ARTHUR,1984-09-03 06:00:00,3,9,6, TS,19.2,-62.0,30,1008,17.062,16.249,Low
1984242N11309,1984,ARTHUR,1984-09-03 12:00:00,3,9,12, TS,19.5,-62.2,30,1010,17.062,5.605,Low
1984242N11309,1984,ARTHUR,1984-09-03 18:00:00,3,9,18, TS,19.8,-62.6,30,1011,17.062,3.783,Low
1984242N11309,1984,ARTHUR,1984-09-04 00:00:00,4,9,0, TS,20.2,-62.9,25,1012,4.702,2.126,Low
1984242N11309,1984,ARTHUR,1984-09-04 06:00:00,4,9,6, TS,21.0,-63.3,25,1012,4.702,2.126,Low
1984242N11309,1984,ARTHUR,1984-09-04 12:00:00,4,9,12, TS,21.8,-64.0,25,1013,4.702,1.368,Low
1984242N11309,1984,ARTHUR,1984-09-04 18:00:00,4,9,18, TS,22.3,-65.0,25,1013,4.702,1.368,Low
1984242N11309,1984,ARTHUR,1984-09-05 00:00:00,5,9,0, TS,22.8,-66.0,25,1014,4.702,0.795,Low
1984242N11309,1984,ARTHUR,1984-09-05 06:00:00,5,9,6, TS,23.1,-66.9,25,1014,4.702,0.795,Low
1984242N11309,1984,ARTHUR,1984-09-05 12:00:00,5,9,12, TS,24.0,-67.9,25,1014,4.702,0.795,Low
1984242N11309,1984,ARTHUR,1984-09-05 18:00:00,5,9,18, TS,25.0,-68.5,25,1014,4.702,0.795,Low
1984244N13319,1984,BERTHA,1984-08-30 12:00:00,30,8,12, TS,13.1,-41.0,25,1009,4.702,9.96,Low
1984244N13319,1984,BERTHA,1984-08-30 18:00:00,30,8,18, TS,13.3,-42.2,25,1009,4.702,9.96,Low
1984244N13319,1984,BERTHA,1984-08-31 00:00:00,31,8,0, TS,13.7,-43.4,30,1008,17.062,16.249,Low
1984244N13319,1984,BERTHA,1984-08-31 06:00:00,31,8,6, TS,14.4,-44.5,30,1008,17.062,16.249,Low
1984244N13319,1984,BERTHA,1984-08-31 12:00:00,31,8,12, TS,14.9,-45.3,35,1007,32.179,21.627,Low
1984244N13319,1984,BERTHA,1984-08-31 18:00:00,31,8,18, TS,15.7,-46.6,35,1007,32.179,21.627,Low
1984244N13319,1984,BERTHA,1984-09-01 00:00:00,1,9,0, TS,16.3,-47.7,35,1007,32.179,21.627,Low
1984244N13319,1984,BERTHA,1984-09-01 06:00:00,1,9,6, TS,17.0,-48.7,35,1007,32.179,21.627,Low
1984244N13319,1984,BERTHA,1984-09-01 12:00:00,1,9,12, TS,17.5,-49.5,30,1008,17.062,16.249,Low
1984244N13319,1984,BERTHA,1984-09-01 18:00:00,1,9,18, TS,18.2,-50.5,30,1008,17.062,16.249,Low
1984244N13319,1984,BERTHA,1984-09-02 00:00:00,2,9,0, TS,19.2,-51.3,30,1008,17.062,16.249,Low
1984244N13319,1984,BERTHA,1984-09-02 06:00:00,2,9,6, TS,20.0,-52.1,30,1009,17.062,9.96,Low
1984244N13319,1984,BERTHA,1984-09-02 12:00:00,2,9,12, TS,20.8,-53.1,25,1010,4.702,5.605,Low
1984244N13319,1984,BERTHA,1984-09-02 18:00:00,2,9,18, TS,22.6,-52.8,25,1010,4.702,5.605,Low
1984244N13319,1984,BERTHA,1984-09-03 00:00:00,3,9,0, TS,23.8,-52.5,25,1010,4.702,5.605,Low
1984244N13319,1984,BERTHA,1984-09-03 06:00:00,3,9,6, TS,25.1,-51.9,25,1010,4.702,5.605,Low
1984244N13319,1984,BERTHA,1984-09-03 12:00:00,3,9,12, TS,26.1,-50.5,20,1012,0.857,2.126,Low
1984244N13319,1984,BERTHA,1984-09-03 18:00:00,3,9,18, TS,27.1,-49.1,20,1012,0.857,2.126,Low
1984244N13319,1984,BERTHA,1984-09-04 00:00:00,4,9,0, TS,28.3,-47.8,20,1013,0.857,1.368,Low
1984244N13319,1984,BERTHA,1984-09-04 06:00:00,4,9,6, TS,29.6,-46.0,20,1013,0.857,1.368,Low
1984244N13319,1984,BERTHA,1984-09-04 12:00:00,4,9,12, TS,30.5,-44.5,20,1013,0.857,1.368,Low
1984244N13319,1984,BERTHA,1984-09-04 18:00:00,4,9,18, TS,32.0,-42.0,20,1013,0.857,1.368,Low
1984244N37293,1984,CESAR,1984-08-31 00:00:00,31,8,0, SS,36.6,-66.9,25,1008,4.702,16.249,Low
1984244N37293,1984,CESAR,1984-08-31 06:00:00,31,8,6, SS,37.8,-66.0,30,1005,17.062,31.62,Low
1984244N37293,1984,CESAR,1984-08-31 12:00:00,31,8,12, TS,38.9,-65.0,35,1001,32.179,47.972,Low
1984244N37293,1984,CESAR,1984-08-31 18:00:00,31,8,18, TS,39.8,-63.1,35,999,32.179,55.048,Low
1984244N37293,1984,CESAR,1984-09-01 00:00:00,1,9,0, TS,40.6,-61.1,40,999,42.219,55.048,Low
1984244N37293,1984,CESAR,1984-09-01 06:00:00,1,9,6, TS,41.7,-59.0,40,998,42.219,56.725,Low
1984244N37293,1984,CESAR,1984-09-01 12:00:00,1,9,12, TS,42.9,-56.9,40,998,42.219,56.725,Low
1984244N37293,1984,CESAR,1984-09-01 18:00:00,1,9,18, TS,44.0,-54.9,40,998,42.219,56.725,Low
1984244N37293,1984,CESAR,1984-09-02 00:00:00,2,9,0, TS,44.9,-53.3,45,998,49.669,56.725,Low
1984244N37293,1984,CESAR,1984-09-02 06:00:00,2,9,6, TS,45.5,-51.8,45,997,49.669,58.621,Low
1984244N37293,1984,CESAR,1984-09-02 12:00:00,2,9,12, TS,46.0,-50.4,50,994,57.844,64.461,Low
1984244N37293,1984,CESAR,1984-09-02 18:00:00,2,9,18, ET,46.2,-48.9,50,989,57.844,72.381,Low
1984251N21264,1984,UNNAMED,1984-09-06 12:00:00,6,9,12, TS,21.0,-96.0,20,0,0.857,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-06 18:00:00,6,9,18, TS,21.3,-96.1,25,0,4.702,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-07 00:00:00,7,9,0, TS,21.8,-96.3,25,0,4.702,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-07 06:00:00,7,9,6, TS,22.0,-96.6,30,0,17.062,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-07 12:00:00,7,9,12, TS,22.3,-96.8,30,0,17.062,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-07 18:00:00,7,9,18, TS,22.7,-97.1,30,0,17.062,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-08 00:00:00,8,9,0, TS,23.0,-97.8,25,0,4.702,-100.0,Unknown
1984251N21264,1984,UNNAMED,1984-09-08 06:00:00,8,9,6, TS,23.2,-98.1,0,0,-100.0,-100.0,Unknown
1984253N29283,1984,DIANA,1984-09-08 12:00:00,8,9,12, TS,28.5,-77.4,35,1008,32.179,16.249,Low
1984253N29283,1984,DIANA,1984-09-08 18:00:00,8,9,18, TS,28.6,-78.3,40,1006,42.219,26.65,Low
1984253N29283,1984,DIANA,1984-09-09 00:00:00,9,9,0, TS,28.5,-79.2,45,1004,49.669,37.625,Low
1984253N29283,1984,DIANA,1984-09-09 06:00:00,9,9,6, TS,28.6,-79.7,50,1002,57.844,44.581,Low
1984253N29283,1984,DIANA,1984-09-09 12:00:00,9,9,12, TS,29.0,-79.9,55,1000,63.594,49.967,Low
1984253N29283,1984,DIANA,1984-09-09 18:00:00,9,9,18, TS,29.4,-80.1,60,995,68.918,62.326,Low
1984253N29283,1984,DIANA,1984-09-10 00:00:00,10,9,0, TS,29.7,-80.4,60,994,68.918,64.461,Low
1984253N29283,1984,DIANA,1984-09-10 06:00:00,10,9,6, TS,30.1,-80.3,60,995,68.918,62.326,Low
1984253N29283,1984,DIANA,1984-09-10 12:00:00,10,9,12, TS,30.5,-80.0,65,991,73.077,69.538,Low
1984253N29283,1984,DIANA,1984-09-10 18:00:00,10,9,18, TS,30.8,-79.6,70,986,78.144,76.341,Low
1984253N29283,1984,DIANA,1984-09-11 00:00:00,11,9,0, TS,31.3,-79.1,80,980,84.517,81.225,Medium
1984253N29283,1984,DIANA,1984-09-11 06:00:00,11,9,6, TS,31.8,-78.7,85,973,86.817,86.574,Medium
1984253N29283,1984,DIANA,1984-09-11 12:00:00,11,9,12, TS,32.6,-78.4,100,960,92.583,92.492,Medium
1984253N29283,1984,DIANA,1984-09-11 18:00:00,11,9,18, TS,33.4,-78.0,110,952,95.324,95.096,Medium
1984253N29283,1984,DIANA,1984-09-12 00:00:00,12,9,0, TS,33.9,-77.7,115,949,96.376,95.982,Medium
1984253N29283,1984,DIANA,1984-09-12 06:00:00,12,9,6, TS,34.0,-77.4,95,963,91.324,91.626,Medium
1984253N29283,1984,DIANA,1984-09-12 12:00:00,12,9,12, TS,34.0,-77.2,95,967,91.324,90.077,Medium
