Location,Latitude,Longitude,Multi-Story?,Total Insured Value,Premium,Losses - Non Catastrophe,PolicyYear,At Risk?,Risk Category,Region,Year Hurricane Encounters,PolicyResultLookup,LocationLookup
15,10.1,-78.9,Yes,"1,165,730","4,929",0,2007, At Risk ,Low Risk,South,0,2007 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,184,382","5,027",0,2008, At Risk ,Low Risk,South,0,2008 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,031,338","5,128",0,2009, At Risk ,Low Risk,South,0,2009 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,065,987","5,230",0,2010, At Risk ,Low Risk,South,0,2010 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,215,214","5,335",0,2011, At Risk ,Low Risk,South,0,2011 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,223,467","5,442",0,2012, At Risk ,Low Risk,South,0,2012 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,310,954","5,550",0,2013, At Risk ,Low Risk,South,0,2013 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,333,765","5,661",0,2014, At Risk ,Low Risk,South,0,2014 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,363,374","5,775",0,2015, At Risk ,Low Risk,South,0,2015 - 15,10.1-78.9
15,10.1,-78.9,Yes,"1,388,324","5,890",0,2016, At Risk ,Low Risk,South,0,2016 - 15,10.1-78.9
16,10.9,-67,No,"276,312","2,079",0,1980, At Risk ,Low Risk,South,0,1980 - 16,10.9-67
16,10.9,-67,No,"282,004","2,121",0,1981, At Risk ,Low Risk,South,0,1981 - 16,10.9-67
16,10.9,-67,No,"288,490","2,163",0,1982, At Risk ,Low Risk,South,0,1982 - 16,10.9-67
16,10.9,-67,No,"293,654","2,207",0,1983, At Risk ,Low Risk,South,0,1983 - 16,10.9-67
16,10.9,-67,No,"300,496","2,251",0,1984, At Risk ,Low Risk,South,0,1984 - 16,10.9-67
16,10.9,-67,No,"306,025","2,296",0,1985, At Risk ,Low Risk,South,0,1985 - 16,10.9-67
16,10.9,-67,No,"310,799","2,342",0,1986, At Risk ,Low Risk,South,0,1986 - 16,10.9-67
16,10.9,-67,No,"317,264","2,389",0,1987, At Risk ,Low Risk,South,0,1987 - 16,10.9-67
16,10.9,-67,No,"322,499","2,436",0,1988, At Risk ,Low Risk,South,0,1988 - 16,10.9-67
16,10.9,-67,No,"330,561","2,485",0,1989, At Risk ,Low Risk,South,0,1989 - 16,10.9-67
16,10.9,-67,No,"337,371","2,535",0,1990, At Risk ,Low Risk,South,0,1990 - 16,10.9-67
16,10.9,-67,No,"345,299","2,585",0,1991, At Risk ,Low Risk,South,0,1991 - 16,10.9-67
16,10.9,-67,No,"352,136","2,637",0,1992, At Risk ,Low Risk,South,0,1992 - 16,10.9-67
16,10.9,-67,No,"358,580","2,690",0,1993, At Risk ,Low Risk,South,1,1993 - 16,10.9-67
16,10.9,-67,No,"365,895","2,744",0,1994, At Risk ,Low Risk,South,0,1994 - 16,10.9-67
16,10.9,-67,No,"374,567","2,799",0,1995, At Risk ,Low Risk,South,0,1995 - 16,10.9-67
16,10.9,-67,No,"381,571","2,855",0,1996, At Risk ,Low Risk,South,0,1996 - 16,10.9-67
16,10.9,-67,No,"388,134","2,912",0,1997, At Risk ,Low Risk,South,0,1997 - 16,10.9-67
16,10.9,-67,No,"396,324","2,970",0,1998, At Risk ,Low Risk,South,0,1998 - 16,10.9-67
16,10.9,-67,No,"404,726","3,029",0,1999, At Risk ,Low Risk,South,0,1999 - 16,10.9-67
16,10.9,-67,No,"414,803","3,090",0,2000, At Risk ,Low Risk,South,0,2000 - 16,10.9-67
16,10.9,-67,No,"421,979","3,152",0,2001, At Risk ,Low Risk,South,0,2001 - 16,10.9-67
16,10.9,-67,No,"431,896","3,215",0,2002, At Risk ,Low Risk,South,1,2002 - 16,10.9-67
16,10.9,-67,No,"441,354","3,279",0,2003, At Risk ,Low Risk,South,0,2003 - 16,10.9-67
16,10.9,-67,No,"450,535","3,345",0,2004, At Risk ,Low Risk,South,0,2004 - 16,10.9-67
16,10.9,-67,No,"458,915","3,411",0,2005, At Risk ,Low Risk,South,0,2005 - 16,10.9-67
16,10.9,-67,No,"469,699","3,480",0,2006, At Risk ,Low Risk,South,0,2006 - 16,10.9-67
16,10.9,-67,No,"478,623","3,549",0,2007, At Risk ,Low Risk,South,0,2007 - 16,10.9-67
16,10.9,-67,No,"490,350","3,620",0,2008, At Risk ,Low Risk,South,0,2008 - 16,10.9-67
16,10.9,-67,No,"404,005","3,693",0,2009, At Risk ,Low Risk,South,0,2009 - 16,10.9-67
16,10.9,-67,No,"488,682","3,767",0,2010, At Risk ,Low Risk,South,0,2010 - 16,10.9-67
16,10.9,-67,No,"466,555","3,842",0,2011, At Risk ,Low Risk,South,0,2011 - 16,10.9-67
16,10.9,-67,No,"516,261","3,919",0,2012, At Risk ,Low Risk,South,0,2012 - 16,10.9-67
16,10.9,-67,No,"538,363","3,997",0,2013, At Risk ,Low Risk,South,0,2013 - 16,10.9-67
16,10.9,-67,No,"548,269","4,077",0,2014, At Risk ,Low Risk,South,0,2014 - 16,10.9-67
16,10.9,-67,No,"560,824","4,159",0,2015, At Risk ,Low Risk,South,0,2015 - 16,10.9-67
16,10.9,-67,No,"571,480","4,242",0,2016, At Risk ,Low Risk,South,0,2016 - 16,10.9-67
17,33.8,-80.7,Yes,"1,695,941","8,370",0,1980, At Risk ,Medium Risk,South,0,1980 - 17,33.8-80.7
17,33.8,-80.7,Yes,"1,734,439","8,537",0,1981, At Risk ,Medium Risk,South,1,1981 - 17,33.8-80.7
17,33.8,-80.7,Yes,"1,768,434","8,708","2,397",1982, At Risk ,Medium Risk,South,0,1982 - 17,33.8-80.7
17,33.8,-80.7,Yes,"1,810,700","8,882",0,1983, At Risk ,Medium Risk,South,0,1983 - 17,33.8-80.7
17,33.8,-80.7,Yes,"1,846,189","9,060",0,1984, At Risk ,Medium Risk,South,0,1984 - 17,33.8-80.7
17,33.8,-80.7,Yes,"1,880,713","9,241",0,1985, At Risk ,Medium Risk,South,1,1985 - 17,33.8-80.7
18,30,-63.4,Yes,"334,459","1,975",0,1980, At Risk ,High Risk,South,0,1980 - 18,30-63.4
18,30,-63.4,Yes,"340,212","2,014",0,1981, At Risk ,High Risk,South,0,1981 - 18,30-63.4
18,30,-63.4,Yes,"345,519","2,054",0,1982, At Risk ,High Risk,South,1,1982 - 18,30-63.4
18,30,-63.4,Yes,"352,706","2,095",0,1983, At Risk ,High Risk,South,1,1983 - 18,30-63.4
18,30,-63.4,Yes,"360,324","2,137",0,1984, At Risk ,High Risk,South,1,1984 - 18,30-63.4
18,30,-63.4,Yes,"368,900","2,180","54,813",1985, At Risk ,High Risk,South,1,1985 - 18,30-63.4
19,12.6,-80.8,Yes,"821,487","5,990",0,1980, At Risk ,Medium Risk,South,1,1980 - 19,12.6-80.8
19,12.6,-80.8,Yes,"834,302","6,109",0,1981, At Risk ,Medium Risk,South,1,1981 - 19,12.6-80.8
19,12.6,-80.8,Yes,"850,737","6,232","45,000",1982, At Risk ,Medium Risk,South,0,1982 - 19,12.6-80.8
19,12.6,-80.8,Yes,"863,839","6,356",0,1983, At Risk ,Medium Risk,South,0,1983 - 19,12.6-80.8
19,12.6,-80.8,Yes,"878,697","6,483",0,1984, At Risk ,Medium Risk,South,0,1984 - 19,12.6-80.8
19,12.6,-80.8,Yes,"898,204","6,613",0,1985, At Risk ,Medium Risk,South,0,1985 - 19,12.6-80.8
19,12.6,-80.8,Yes,"919,851","6,745",0,1986, At Risk ,Medium Risk,South,0,1986 - 19,12.6-80.8
19,12.6,-80.8,Yes,"936,040","6,880",0,1987, At Risk ,Medium Risk,South,0,1987 - 19,12.6-80.8
19,12.6,-80.8,Yes,"950,174","7,018",0,1988, At Risk ,Medium Risk,South,0,1988 - 19,12.6-80.8
19,12.6,-80.8,Yes,"967,942","7,158",0,1989, At Risk ,Medium Risk,South,0,1989 - 19,12.6-80.8
19,12.6,-80.8,Yes,"989,431","7,301",0,1990, At Risk ,Medium Risk,South,0,1990 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,005,657","7,447",0,1991, At Risk ,Medium Risk,South,0,1991 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,023,156","7,596",0,1992, At Risk ,Medium Risk,South,0,1992 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,047,712","7,748","20,473",1993, At Risk ,Medium Risk,South,0,1993 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,071,390","7,903",0,1994, At Risk ,Medium Risk,South,0,1994 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,097,532","8,061",0,1995, At Risk ,Medium Risk,South,0,1995 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,121,568","8,222",0,1996, At Risk ,Medium Risk,South,1,1996 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,142,878","8,387",0,1997, At Risk ,Medium Risk,South,0,1997 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,164,935","8,555",0,1998, At Risk ,Medium Risk,South,0,1998 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,188,001","8,726",0,1999, At Risk ,Medium Risk,South,0,1999 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,210,098","8,900","102,638",2000, At Risk ,Medium Risk,South,0,2000 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,234,300","9,078",0,2001, At Risk ,Medium Risk,South,0,2001 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,253,678","9,260",0,2002, At Risk ,Medium Risk,South,0,2002 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,274,991","9,445",0,2003, At Risk ,Medium Risk,South,0,2003 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,300,745","9,634",0,2004, At Risk ,Medium Risk,South,0,2004 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,328,581","9,826",0,2005, At Risk ,Medium Risk,South,1,2005 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,355,684","10,023",0,2006, At Risk ,Medium Risk,South,0,2006 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,385,916","10,223","94,056",2007, At Risk ,Medium Risk,South,0,2007 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,411,140","10,428",0,2008, At Risk ,Medium Risk,South,0,2008 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,125,473","10,636","85,730",2009, At Risk ,Medium Risk,South,0,2009 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,475,842","10,849",0,2010, At Risk ,Medium Risk,South,0,2010 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,349,057","11,066",0,2011, At Risk ,Medium Risk,South,1,2011 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,534,244","11,288",0,2012, At Risk ,Medium Risk,South,0,2012 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,576,105","11,513",0,2013, At Risk ,Medium Risk,South,0,2013 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,613,301","11,744",0,2014, At Risk ,Medium Risk,South,0,2014 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,646,858","11,978",0,2015, At Risk ,Medium Risk,South,0,2015 - 19,12.6-80.8
19,12.6,-80.8,Yes,"1,676,172","12,218","81,738",2016, At Risk ,Medium Risk,South,0,2016 - 19,12.6-80.8
20,30.8,-30.3,Yes,"1,440,680","6,620",0,1980, At Risk ,Low Risk,South,1,1980 - 20,30.8-30.3
20,30.8,-30.3,Yes,"1,469,061","6,753",0,1981, At Risk ,Low Risk,South,0,1981 - 20,30.8-30.3
20,30.8,-30.3,Yes,"1,493,007","6,888","53,956",1982, At Risk ,Low Risk,South,0,1982 - 20,30.8-30.3
20,30.8,-30.3,Yes,"1,526,003","7,026",0,1983, At Risk ,Low Risk,South,0,1983 - 20,30.8-30.3
20,30.8,-30.3,Yes,"1,551,029","7,166",0,1984, At Risk ,Low Risk,South,0,1984 - 20,30.8-30.3
20,30.8,-30.3,Yes,"1,586,392","7,309","45,757",1985, At Risk ,Low Risk,South,0,1985 - 20,30.8-30.3
21,22.3,-33,Yes,"1,559,810","11,375",0,1980, At Risk ,Low Risk,South,1,1980 - 21,22.3-33
21,22.3,-33,Yes,"1,598,182","11,602",0,1981, At Risk ,Low Risk,South,0,1981 - 21,22.3-33
22,31.4,-54.8,Yes,"2,444,891","8,428",0,1980, At Risk ,Medium Risk,South,0,1980 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,489,876","8,596","24,908",1981, At Risk ,Medium Risk,South,1,1981 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,536,935","8,768",0,1982, At Risk ,Medium Risk,South,0,1982 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,596,046","8,944",0,1983, At Risk ,Medium Risk,South,0,1983 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,648,486","9,123",0,1984, At Risk ,Medium Risk,South,0,1984 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,701,985","9,305",0,1985, At Risk ,Medium Risk,South,1,1985 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,766,022","9,491",0,1986, At Risk ,Medium Risk,South,0,1986 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,827,705","9,681",0,1987, At Risk ,Medium Risk,South,1,1987 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,889,631","9,875",0,1988, At Risk ,Medium Risk,South,0,1988 - 22,31.4-54.8
22,31.4,-54.8,Yes,"2,960,427","10,072",0,1989, At Risk ,Medium Risk,South,0,1989 - 22,31.4-54.8
22,31.4,-54.8,Yes,"3,031,182","10,274",0,1990, At Risk ,Medium Risk,South,0,1990 - 22,31.4-54.8
22,31.4,-54.8,Yes,"3,088,168","10,479",0,1991, At Risk ,Medium Risk,South,0,1991 - 22,31.4-54.8
22,31.4,-54.8,Yes,"3,144,372","10,689",0,1992, At Risk ,Medium Risk,South,0,1992 - 22,31.4-54.8
22,31.4,-54.8,Yes,"3,201,600","10,902",0,1993, At Risk ,Medium Risk,South,0,1993 - 22,31.4-54.8
23,15.9,-83.5,Yes,"465,761","4,290",0,1980, At Risk ,High Risk,South,1,1980 - 23,15.9-83.5
23,15.9,-83.5,Yes,"473,400","4,375","30,146",1981, At Risk ,High Risk,South,0,1981 - 23,15.9-83.5
23,15.9,-83.5,Yes,"483,625","4,463",0,1982, At Risk ,High Risk,South,0,1982 - 23,15.9-83.5
23,15.9,-83.5,Yes,"494,216","4,552",0,1983, At Risk ,High Risk,South,0,1983 - 23,15.9-83.5
23,15.9,-83.5,Yes,"502,223","4,643",0,1984, At Risk ,High Risk,South,0,1984 - 23,15.9-83.5
23,15.9,-83.5,Yes,"511,665","4,736",0,1985, At Risk ,High Risk,South,0,1985 - 23,15.9-83.5
23,15.9,-83.5,Yes,"522,870","4,831","45,505",1986, At Risk ,High Risk,South,0,1986 - 23,15.9-83.5
23,15.9,-83.5,Yes,"533,380","4,927",0,1987, At Risk ,High Risk,South,1,1987 - 23,15.9-83.5
23,15.9,-83.5,Yes,"542,501","5,026",0,1988, At Risk ,High Risk,South,1,1988 - 23,15.9-83.5
23,15.9,-83.5,Yes,"553,785","5,126","30,245",1989, At Risk ,High Risk,South,1,1989 - 23,15.9-83.5
23,15.9,-83.5,Yes,"564,140","5,229",0,1990, At Risk ,High Risk,South,1,1990 - 23,15.9-83.5
23,15.9,-83.5,Yes,"575,028","5,333",0,1991, At Risk ,High Risk,South,0,1991 - 23,15.9-83.5
23,15.9,-83.5,Yes,"585,206","5,440",0,1992, At Risk ,High Risk,South,0,1992 - 23,15.9-83.5
23,15.9,-83.5,Yes,"594,745","5,549",0,1993, At Risk ,High Risk,South,0,1993 - 23,15.9-83.5
23,15.9,-83.5,Yes,"607,770","5,660",0,1994, At Risk ,High Risk,South,0,1994 - 23,15.9-83.5
23,15.9,-83.5,Yes,"620,412","5,773",0,1995, At Risk ,High Risk,South,1,1995 - 23,15.9-83.5
23,15.9,-83.5,Yes,"629,718","5,889",0,1996, At Risk ,High Risk,South,1,1996 - 23,15.9-83.5
23,15.9,-83.5,Yes,"644,894","6,006",0,1997, At Risk ,High Risk,South,0,1997 - 23,15.9-83.5
23,15.9,-83.5,Yes,"656,438","6,126",0,1998, At Risk ,High Risk,South,1,1998 - 23,15.9-83.5
23,15.9,-83.5,Yes,"670,354","6,249",0,1999, At Risk ,High Risk,South,1,1999 - 23,15.9-83.5
23,15.9,-83.5,Yes,"684,499","6,374",0,2000, At Risk ,High Risk,South,1,2000 - 23,15.9-83.5
23,15.9,-83.5,Yes,"701,200","6,501",0,2001, At Risk ,High Risk,South,1,2001 - 23,15.9-83.5
23,15.9,-83.5,Yes,"712,630","6,631",0,2002, At Risk ,High Risk,South,0,2002 - 23,15.9-83.5
23,15.9,-83.5,Yes,"725,885","6,764",0,2003, At Risk ,High Risk,South,0,2003 - 23,15.9-83.5
23,15.9,-83.5,Yes,"736,773","6,899",0,2004, At Risk ,High Risk,South,0,2004 - 23,15.9-83.5
23,15.9,-83.5,Yes,"754,308","7,037",0,2005, At Risk ,High Risk,South,1,2005 - 23,15.9-83.5
23,15.9,-83.5,Yes,"772,185","7,178","41,490",2006, At Risk ,High Risk,South,0,2006 - 23,15.9-83.5
23,15.9,-83.5,Yes,"788,942","7,322","18,463",2007, At Risk ,High Risk,South,0,2007 - 23,15.9-83.5
23,15.9,-83.5,Yes,"802,117","7,468",0,2008, At Risk ,High Risk,South,1,2008 - 23,15.9-83.5
23,15.9,-83.5,Yes,"774,867","7,617",0,2009, At Risk ,High Risk,South,1,2009 - 23,15.9-83.5
23,15.9,-83.5,Yes,"779,632","7,770",0,2010, At Risk ,High Risk,South,1,2010 - 23,15.9-83.5
23,15.9,-83.5,Yes,"785,853","7,925",0,2011, At Risk ,High Risk,South,1,2011 - 23,15.9-83.5
23,15.9,-83.5,Yes,"816,200","8,084",0,2012, At Risk ,High Risk,South,0,2012 - 23,15.9-83.5
23,15.9,-83.5,Yes,"892,645","8,245",0,2013, At Risk ,High Risk,South,0,2013 - 23,15.9-83.5
23,15.9,-83.5,Yes,"912,283","8,410",0,2014, At Risk ,High Risk,South,0,2014 - 23,15.9-83.5
23,15.9,-83.5,Yes,"930,985","8,579",0,2015, At Risk ,High Risk,South,0,2015 - 23,15.9-83.5
23,15.9,-83.5,Yes,"947,091","8,750",0,2016, At Risk ,High Risk,South,0,2016 - 23,15.9-83.5
24,15,-83.7,No,"200,943","1,337",0,1980, At Risk ,High Risk,South,1,1980 - 24,15-83.7
24,15,-83.7,No,"204,278","1,363",0,1981, At Risk ,High Risk,South,0,1981 - 24,15-83.7
24,15,-83.7,No,"208,773","1,391",0,1982, At Risk ,High Risk,South,0,1982 - 24,15-83.7
24,15,-83.7,No,"212,990","1,419",0,1983, At Risk ,High Risk,South,0,1983 - 24,15-83.7
24,15,-83.7,No,"216,589","1,447",0,1984, At Risk ,High Risk,South,0,1984 - 24,15-83.7
24,15,-83.7,No,"220,076","1,476",0,1985, At Risk ,High Risk,South,0,1985 - 24,15-83.7
24,15,-83.7,No,"223,664","1,505",0,1986, At Risk ,High Risk,South,0,1986 - 24,15-83.7
25,35.4,-90.9,Yes,"2,173,623","17,796",0,1980, At Risk ,Low Risk,Midwest,0,1980 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,209,053","18,152","13,765",1981, At Risk ,Low Risk,Midwest,0,1981 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,261,408","18,515",0,1982, At Risk ,Low Risk,Midwest,1,1982 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,309,124","18,885",0,1983, At Risk ,Low Risk,Midwest,0,1983 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,344,453","19,263",0,1984, At Risk ,Low Risk,Midwest,0,1984 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,398,376","19,648",0,1985, At Risk ,Low Risk,Midwest,0,1985 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,442,506","20,041",0,1986, At Risk ,Low Risk,Midwest,0,1986 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,499,416","20,442","96,304",1987, At Risk ,Low Risk,Midwest,0,1987 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,560,152","20,851",0,1988, At Risk ,Low Risk,Midwest,0,1988 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,607,771","21,268",0,1989, At Risk ,Low Risk,Midwest,0,1989 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,650,538","21,693",0,1990, At Risk ,Low Risk,Midwest,0,1990 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,695,067","22,127",0,1991, At Risk ,Low Risk,Midwest,0,1991 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,743,309","22,569",0,1992, At Risk ,Low Risk,Midwest,0,1992 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,795,981","23,021",0,1993, At Risk ,Low Risk,Midwest,0,1993 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,855,815","23,481","30,263",1994, At Risk ,Low Risk,Midwest,0,1994 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,902,364","23,951","126,302",1995, At Risk ,Low Risk,Midwest,1,1995 - 25,35.4-90.9
25,35.4,-90.9,Yes,"2,955,187","24,430",0,1996, At Risk ,Low Risk,Midwest,0,1996 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,026,112","24,918",0,1997, At Risk ,Low Risk,Midwest,0,1997 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,091,778","25,417","118,647",1998, At Risk ,Low Risk,Midwest,0,1998 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,168,764","25,925","142,017",1999, At Risk ,Low Risk,Midwest,0,1999 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,243,547","26,444",0,2000, At Risk ,Low Risk,Midwest,0,2000 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,298,687","26,972",0,2001, At Risk ,Low Risk,Midwest,0,2001 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,352,126","27,512","120,467",2002, At Risk ,Low Risk,Midwest,1,2002 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,412,464","28,062",0,2003, At Risk ,Low Risk,Midwest,0,2003 - 25,35.4-90.9
25,35.4,-90.9,Yes,"3,495,728","28,623",0,2004, At Risk ,Low Risk,Midwest,0,2004 - 25,35.4-90.9
26,29.6,-51.5,Yes,"679,009","7,200",0,1980, At Risk ,Medium Risk,South,1,1980 - 26,29.6-51.5
26,29.6,-51.5,Yes,"690,348","7,344",0,1981, At Risk ,Medium Risk,South,0,1981 - 26,29.6-51.5
26,29.6,-51.5,Yes,"703,051","7,491",0,1982, At Risk ,Medium Risk,South,0,1982 - 26,29.6-51.5
26,29.6,-51.5,Yes,"716,549","7,641",0,1983, At Risk ,Medium Risk,South,0,1983 - 26,29.6-51.5
26,29.6,-51.5,Yes,"728,158","7,794",0,1984, At Risk ,Medium Risk,South,1,1984 - 26,29.6-51.5
26,29.6,-51.5,Yes,"746,289","7,949",0,1985, At Risk ,Medium Risk,South,0,1985 - 26,29.6-51.5
26,29.6,-51.5,Yes,"758,453","8,108",0,1986, At Risk ,Medium Risk,South,1,1986 - 26,29.6-51.5
26,29.6,-51.5,Yes,"773,243","8,271",0,1987, At Risk ,Medium Risk,South,0,1987 - 26,29.6-51.5
26,29.6,-51.5,Yes,"790,873","8,436",0,1988, At Risk ,Medium Risk,South,1,1988 - 26,29.6-51.5
26,29.6,-51.5,Yes,"807,798","8,605",0,1989, At Risk ,Medium Risk,South,0,1989 - 26,29.6-51.5
26,29.6,-51.5,Yes,"821,611","8,777",0,1990, At Risk ,Medium Risk,South,0,1990 - 26,29.6-51.5
26,29.6,-51.5,Yes,"837,386","8,952",0,1991, At Risk ,Medium Risk,South,0,1991 - 26,29.6-51.5
26,29.6,-51.5,Yes,"850,700","9,131",0,1992, At Risk ,Medium Risk,South,0,1992 - 26,29.6-51.5
26,29.6,-51.5,Yes,"868,565","9,314","64,267",1993, At Risk ,Medium Risk,South,0,1993 - 26,29.6-51.5
26,29.6,-51.5,Yes,"883,939","9,500","47,529",1994, At Risk ,Medium Risk,South,0,1994 - 26,29.6-51.5
26,29.6,-51.5,Yes,"900,733","9,690",0,1995, At Risk ,Medium Risk,South,0,1995 - 26,29.6-51.5
27,26.3,-37,Yes,"730,268","7,452",0,1980, At Risk ,Low Risk,South,0,1980 - 27,26.3-37
27,26.3,-37,Yes,"745,530","7,601",0,1981, At Risk ,Low Risk,South,0,1981 - 27,26.3-37
27,26.3,-37,Yes,"763,348","7,753",0,1982, At Risk ,Low Risk,South,0,1982 - 27,26.3-37
27,26.3,-37,Yes,"775,791","7,908",0,1983, At Risk ,Low Risk,South,0,1983 - 27,26.3-37
27,26.3,-37,Yes,"789,678","8,066",0,1984, At Risk ,Low Risk,South,0,1984 - 27,26.3-37
27,26.3,-37,Yes,"809,025","8,227",0,1985, At Risk ,Low Risk,South,0,1985 - 27,26.3-37
27,26.3,-37,Yes,"827,794","8,392",0,1986, At Risk ,Low Risk,South,0,1986 - 27,26.3-37
27,26.3,-37,Yes,"848,241","8,560",0,1987, At Risk ,Low Risk,South,0,1987 - 27,26.3-37
28,37.9,-88.7,Yes,"1,027,351","6,967",0,1980, At Risk ,Low Risk,Midwest,0,1980 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,044,302","7,107",0,1981, At Risk ,Low Risk,Midwest,0,1981 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,064,770","7,249",0,1982, At Risk ,Low Risk,Midwest,0,1982 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,082,552","7,394",0,1983, At Risk ,Low Risk,Midwest,0,1983 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,108,100","7,541","57,466",1984, At Risk ,Low Risk,Midwest,0,1984 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,125,830","7,692",0,1985, At Risk ,Low Risk,Midwest,0,1985 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,146,658","7,846",0,1986, At Risk ,Low Risk,Midwest,0,1986 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,166,495","8,003",0,1987, At Risk ,Low Risk,Midwest,0,1987 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,184,342","8,163",0,1988, At Risk ,Low Risk,Midwest,0,1988 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,209,213","8,326",0,1989, At Risk ,Low Risk,Midwest,0,1989 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,233,035","8,493",0,1990, At Risk ,Low Risk,Midwest,0,1990 - 28,37.9-88.7
28,37.9,-88.7,Yes,"1,257,326","8,663",0,1991, At Risk ,Low Risk,Midwest,0,1991 - 28,37.9-88.7
29,33,-76.6,Yes,"334,510","2,488",0,1980, At Risk ,High Risk,South,1,1980 - 29,33-76.6
29,33,-76.6,Yes,"341,401","2,537",0,1981, At Risk ,High Risk,South,0,1981 - 29,33-76.6
29,33,-76.6,Yes,"346,795","2,588",0,1982, At Risk ,High Risk,South,0,1982 - 29,33-76.6
30,16.3,-76.8,No,"119,945",700,0,1980, At Risk ,Medium Risk,South,0,1980 - 30,16.3-76.8
30,16.3,-76.8,No,"122,895",714,0,1981, At Risk ,Medium Risk,South,0,1981 - 30,16.3-76.8
30,16.3,-76.8,No,"125,132",729,0,1982, At Risk ,Medium Risk,South,0,1982 - 30,16.3-76.8
30,16.3,-76.8,No,"127,497",743,0,1983, At Risk ,Medium Risk,South,0,1983 - 30,16.3-76.8
30,16.3,-76.8,No,"129,473",758,0,1984, At Risk ,Medium Risk,South,0,1984 - 30,16.3-76.8
