Location,Latitude,Longitude,Multi-Story?,Total Insured Value,Premium,Losses - Non Catastrophe,PolicyYear,At Risk?,NumStormsEncounter,Num6-hourEncounters,Max_wind,Region
11,17.2,-89.0,Yes,371785,2698,0,1980,At Risk,0,0,0,South
11,17.2,-89.0,Yes,379370,2752,0,1981,At Risk,0,0,0,South
11,17.2,-89.0,Yes,388512,2807,0,1982,At Risk,0,0,0,South
11,17.2,-89.0,Yes,397137,2863,103759,1983,At Risk,0,0,0,South
11,17.2,-89.0,Yes,406867,2920,0,1984,At Risk,0,0,0,South
11,17.2,-89.0,Yes,415859,2979,0,1985,At Risk,0,0,0,South
11,17.2,-89.0,Yes,422596,3038,0,1986,At Risk,0,0,0,South
11,17.2,-89.0,Yes,431132,3099,0,1987,At Risk,0,0,0,South
11,17.2,-89.0,Yes,439496,3161,0,1988,At Risk,0,0,0,South
11,17.2,-89.0,Yes,449912,3224,0,1989,At Risk,0,0,0,South
11,17.2,-89.0,Yes,457921,3289,0,1990,At Risk,0,0,0,South
11,17.2,-89.0,Yes,468865,3354,0,1991,At Risk,0,0,0,South
11,17.2,-89.0,Yes,478289,3422,0,1992,At Risk,0,0,0,South
11,17.2,-89.0,Yes,488190,3490,0,1993,At Risk,1,1,35,South
11,17.2,-89.0,Yes,497514,3560,0,1994,At Risk,1,5,30,South
11,17.2,-89.0,Yes,507813,3631,0,1995,At Risk,0,0,0,South
11,17.2,-89.0,Yes,516344,3704,0,1996,At Risk,0,0,0,South
11,17.2,-89.0,Yes,526258,3778,0,1997,At Risk,0,0,0,South
11,17.2,-89.0,Yes,534731,3853,0,1998,At Risk,0,0,0,South
11,17.2,-89.0,Yes,548046,3930,0,1999,At Risk,0,0,0,South
11,17.2,-89.0,Yes,559061,4009,0,2000,At Risk,1,1,45,South
11,17.2,-89.0,Yes,568901,4089,0,2001,At Risk,0,0,0,South
11,17.2,-89.0,Yes,581985,4171,0,2002,At Risk,0,0,0,South
11,17.2,-89.0,Yes,595488,4254,0,2003,At Risk,0,0,0,South
11,17.2,-89.0,Yes,609243,4339,0,2004,At Risk,0,0,0,South
11,17.2,-89.0,Yes,622708,4426,0,2005,At Risk,0,0,0,South
11,17.2,-89.0,Yes,632920,4515,0,2006,At Risk,0,0,0,South
11,17.2,-89.0,Yes,646021,4605,0,2007,At Risk,1,1,20,South
11,17.2,-89.0,Yes,657973,4697,0,2008,At Risk,1,1,35,South
11,17.2,-89.0,Yes,504737,4791,0,2009,At Risk,0,0,0,South
11,17.2,-89.0,Yes,540283,4887,0,2010,At Risk,3,7,85,South
11,17.2,-89.0,Yes,589463,4984,0,2011,At Risk,1,2,55,South
11,17.2,-89.0,Yes,640382,5084,0,2012,At Risk,0,0,0,South
11,17.2,-89.0,Yes,703927,5186,0,2013,At Risk,0,0,0,South
11,17.2,-89.0,Yes,739810,5290,0,2014,At Risk,0,0,0,South
11,17.2,-89.0,Yes,750907,5395,0,2015,At Risk,0,0,0,South
11,17.2,-89.0,Yes,763147,5503,0,2016,At Risk,0,0,0,South
12,28.0,-46.5,Yes,269100,937,0,1980,At Risk,0,0,0,South
12,28.0,-46.5,Yes,273190,956,0,1981,At Risk,1,2,35,South
12,28.0,-46.5,Yes,279146,975,0,1982,At Risk,0,0,0,South
12,28.0,-46.5,Yes,284394,995,0,1983,At Risk,0,0,0,South
12,28.0,-46.5,Yes,289342,1015,0,1984,At Risk,0,0,0,South
12,28.0,-46.5,Yes,293914,1035,0,1985,At Risk,0,0,0,South
12,28.0,-46.5,Yes,299087,1056,0,1986,At Risk,0,0,0,South
12,28.0,-46.5,Yes,303782,1077,0,1987,At Risk,0,0,0,South
12,28.0,-46.5,Yes,311346,1098,0,1988,At Risk,0,0,0,South
12,28.0,-46.5,Yes,317480,1120,0,1989,At Risk,0,0,0,South
12,28.0,-46.5,Yes,324496,1143,0,1990,At Risk,0,0,0,South
12,28.0,-46.5,Yes,330013,1166,0,1991,At Risk,0,0,0,South
12,28.0,-46.5,Yes,335458,1189,0,1992,At Risk,0,0,0,South
12,28.0,-46.5,Yes,343744,1213,0,1993,At Risk,0,0,0,South
12,28.0,-46.5,Yes,351306,1237,7100,1994,At Risk,0,0,0,South
12,28.0,-46.5,Yes,358859,1262,0,1995,At Risk,0,0,0,South
12,28.0,-46.5,Yes,365175,1287,10758,1996,At Risk,0,0,0,South
12,28.0,-46.5,Yes,372734,1313,12089,1997,At Risk,0,0,0,South
12,28.0,-46.5,Yes,378735,1339,0,1998,At Risk,1,3,50,South
12,28.0,-46.5,Yes,385515,1366,0,1999,At Risk,0,0,0,South
12,28.0,-46.5,Yes,391336,1393,0,2000,At Risk,0,0,0,South
12,28.0,-46.5,Yes,399945,1421,0,2001,At Risk,1,1,100,South
12,28.0,-46.5,Yes,416179,1478,0,2003,At Risk,0,0,0,South
12,28.0,-46.5,Yes,424503,1508,0,2004,At Risk,2,2,60,South
12,28.0,-46.5,Yes,430998,1538,0,2005,At Risk,1,1,25,South
12,28.0,-46.5,Yes,438325,1569,0,2006,At Risk,0,0,0,South
12,28.0,-46.5,Yes,445294,1600,0,2007,At Risk,0,0,0,South
12,28.0,-46.5,Yes,454511,1632,0,2008,At Risk,0,0,0,South
12,28.0,-46.5,Yes,397492,1665,0,2009,At Risk,0,0,0,South
12,28.0,-46.5,Yes,420394,1698,0,2010,At Risk,0,0,0,South
12,28.0,-46.5,Yes,458273,1732,0,2011,At Risk,0,0,0,South
12,28.0,-46.5,Yes,477384,1767,0,2012,At Risk,0,0,0,South
12,28.0,-46.5,Yes,497741,1802,100559,2013,At Risk,0,0,0,South
12,28.0,-46.5,Yes,509487,1838,0,2014,At Risk,0,0,0,South
12,28.0,-46.5,Yes,517690,1875,0,2015,At Risk,0,0,0,South
12,28.0,-46.5,Yes,526905,1912,0,2016,At Risk,0,0,0,South
13,33.5,-45.2,Yes,942929,3870,0,1980,At Risk,1,1,65,South
13,33.5,-45.2,Yes,958487,3947,0,1981,At Risk,1,1,40,South
13,33.5,-45.2,Yes,980149,4026,0,1982,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1000536,4107,0,1983,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1023348,4189,39627,1984,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1043815,4273,0,1985,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1068032,4358,36609,1986,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1086509,4445,0,1987,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1103241,4534,0,1988,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1127512,4625,0,1989,At Risk,2,4,90,South
13,33.5,-45.2,Yes,1153783,4717,40628,1990,At Risk,1,4,50,South
13,33.5,-45.2,Yes,1174205,4812,0,1991,At Risk,1,1,40,South
13,33.5,-45.2,Yes,1226070,5006,0,1993,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1247159,5106,0,1994,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1276717,5208,0,1995,At Risk,1,1,80,South
13,33.5,-45.2,Yes,1300719,5313,36657,1996,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1329595,5419,0,1997,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1353129,5527,0,1998,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1380868,5638,0,1999,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1406552,5751,0,2000,At Risk,1,3,50,South
13,33.5,-45.2,Yes,1440450,5866,0,2001,At Risk,1,1,35,South
13,33.5,-45.2,Yes,1473724,5983,36402,2002,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1501430,6103,0,2003,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1538666,6225,0,2004,At Risk,1,1,20,South
13,33.5,-45.2,Yes,1572055,6349,0,2005,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1609470,6476,0,2006,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1648419,6606,0,2007,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1688310,6738,0,2008,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1520395,6872,0,2009,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1598373,7010,0,2010,At Risk,1,1,40,South
13,33.5,-45.2,Yes,1701924,7150,32094,2011,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1789383,7293,0,2012,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1850519,7439,0,2013,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1882903,7588,0,2014,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1926398,7739,0,2015,At Risk,0,0,0,South
13,33.5,-45.2,Yes,1967238,7894,54707,2016,At Risk,0,0,0,South
14,32.1,-72.0,No,179338,1715,0,1980,At Risk,0,0,0,South
14,32.1,-72.0,No,182979,1750,0,1981,At Risk,1,2,55,South
14,32.1,-72.0,No,185852,1784,0,1982,At Risk,0,0,0,South
14,32.1,-72.0,No,189494,1820,0,1983,At Risk,1,2,45,South
14,32.1,-72.0,No,194004,1857,0,1984,At Risk,1,3,90,South
14,32.1,-72.0,No,197458,1894,0,1985,At Risk,0,0,0,South
14,32.1,-72.0,No,202216,1932,0,1986,At Risk,0,0,0,South
14,32.1,-72.0,No,206443,1970,0,1987,At Risk,1,2,45,South
14,32.1,-72.0,No,211191,2010,0,1988,At Risk,0,0,0,South
14,32.1,-72.0,No,216471,2050,0,1989,At Risk,0,0,0,South
14,32.1,-72.0,No,220497,2091,0,1990,At Risk,2,5,65,South
14,32.1,-72.0,No,225480,2133,0,1991,At Risk,0,0,0,South
14,32.1,-72.0,No,235648,2219,40573,1993,At Risk,1,3,80,South
14,32.1,-72.0,No,240078,2263,0,1994,At Risk,0,0,0,South
14,32.1,-72.0,No,245120,2308,0,1995,At Risk,1,9,35,South
14,32.1,-72.0,No,249851,2355,0,1996,At Risk,0,0,0,South
14,32.1,-72.0,No,254573,2402,0,1997,At Risk,2,5,40,South
14,32.1,-72.0,No,259690,2450,0,1998,At Risk,2,3,85,South
14,32.1,-72.0,No,264156,2499,0,1999,At Risk,0,0,0,South
14,32.1,-72.0,No,268885,2549,0,2000,At Risk,2,2,50,South
14,32.1,-72.0,No,273913,2600,0,2001,At Risk,1,1,55,South
14,32.1,-72.0,No,280240,2652,0,2002,At Risk,1,5,35,South
14,32.1,-72.0,No,285060,2705,0,2003,At Risk,0,0,0,South
14,32.1,-72.0,No,289935,2759,0,2004,At Risk,1,1,40,South
14,32.1,-72.0,No,294313,2814,0,2005,At Risk,0,0,0,South
14,32.1,-72.0,No,301023,2870,0,2006,At Risk,0,0,0,South
14,32.1,-72.0,No,307104,2928,0,2007,At Risk,2,3,70,South
14,32.1,-72.0,No,312570,2986,0,2008,At Risk,0,0,0,South
14,32.1,-72.0,No,280503,3046,0,2009,At Risk,0,0,0,South
14,32.1,-72.0,No,296384,3107,0,2010,At Risk,0,0,0,South
14,32.1,-72.0,No,315384,3169,0,2011,At Risk,1,2,45,South
14,32.1,-72.0,No,336974,3232,0,2012,At Risk,0,0,0,South
14,32.1,-72.0,No,345028,3297,0,2013,At Risk,0,0,0,South
14,32.1,-72.0,No,351515,3363,0,2014,At Risk,0,0,0,South
14,32.1,-72.0,No,358018,3430,0,2015,At Risk,0,0,0,South
14,32.1,-72.0,No,363710,3499,0,2016,At Risk,0,0,0,South
15,10.1,-78.9,Yes,679481,2887,17816,1980,At Risk,0,0,0,South
15,10.1,-78.9,Yes,691576,2945,0,1981,At Risk,1,1,20,South
15,10.1,-78.9,Yes,706859,3004,0,1982,At Risk,0,0,0,South
15,10.1,-78.9,Yes,722552,3064,0,1983,At Risk,0,0,0,South
15,10.1,-78.9,Yes,737725,3125,0,1984,At Risk,0,0,0,South
15,10.1,-78.9,Yes,753144,3188,0,1985,At Risk,1,4,30,South
15,10.1,-78.9,Yes,767830,3252,0,1986,At Risk,0,0,0,South
15,10.1,-78.9,Yes,786872,3317,0,1987,At Risk,0,0,0,South
15,10.1,-78.9,Yes,801980,3383,0,1988,At Risk,0,0,0,South
15,10.1,-78.9,Yes,816817,3451,0,1989,At Risk,0,0,0,South
15,10.1,-78.9,Yes,830213,3520,0,1990,At Risk,0,0,0,South
15,10.1,-78.9,Yes,842915,3590,0,1991,At Risk,0,0,0,South
15,10.1,-78.9,Yes,859689,3662,0,1992,At Risk,0,0,0,South
15,10.1,-78.9,Yes,877914,3735,0,1993,At Risk,1,1,30,South
15,10.1,-78.9,Yes,898896,3810,27508,1994,At Risk,0,0,0,South
15,10.1,-78.9,Yes,919571,3886,0,1995,At Risk,0,0,0,South
15,10.1,-78.9,Yes,942009,3964,0,1996,At Risk,0,0,0,South
15,10.1,-78.9,Yes,961602,4043,0,1997,At Risk,0,0,0,South
15,10.1,-78.9,Yes,981315,4124,0,1998,At Risk,0,0,0,South
15,10.1,-78.9,Yes,998684,4207,0,1999,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1015263,4291,0,2000,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1031710,4376,0,2001,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1051828,4464,0,2002,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1075284,4553,0,2003,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1097865,4644,7932,2004,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1115760,4737,0,2005,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1137964,4832,0,2006,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1165730,4929,0,2007,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1184382,5027,0,2008,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1031338,5128,0,2009,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1065987,5230,0,2010,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1215214,5335,0,2011,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1223467,5442,0,2012,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1310954,5550,0,2013,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1333765,5661,0,2014,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1363374,5775,0,2015,At Risk,0,0,0,South
15,10.1,-78.9,Yes,1388324,5890,0,2016,At Risk,0,0,0,South
16,10.9,-67.0,No,276312,2079,0,1980,At Risk,0,0,0,South
16,10.9,-67.0,No,282004,2121,0,1981,At Risk,0,0,0,South
16,10.9,-67.0,No,288490,2163,0,1982,At Risk,0,0,0,South
16,10.9,-67.0,No,293654,2207,0,1983,At Risk,0,0,0,South
16,10.9,-67.0,No,300496,2251,0,1984,At Risk,0,0,0,South
16,10.9,-67.0,No,306025,2296,0,1985,At Risk,0,0,0,South
16,10.9,-67.0,No,310799,2342,0,1986,At Risk,0,0,0,South
16,10.9,-67.0,No,317264,2389,0,1987,At Risk,0,0,0,South
16,10.9,-67.0,No,322499,2436,0,1988,At Risk,0,0,0,South
16,10.9,-67.0,No,330561,2485,0,1989,At Risk,0,0,0,South
16,10.9,-67.0,No,337371,2535,0,1990,At Risk,0,0,0,South
16,10.9,-67.0,No,345299,2585,0,1991,At Risk,0,0,0,South
16,10.9,-67.0,No,352136,2637,0,1992,At Risk,0,0,0,South
16,10.9,-67.0,No,358580,2690,0,1993,At Risk,1,1,40,South
16,10.9,-67.0,No,365895,2744,0,1994,At Risk,0,0,0,South
16,10.9,-67.0,No,374567,2799,0,1995,At Risk,0,0,0,South
16,10.9,-67.0,No,381571,2855,0,1996,At Risk,0,0,0,South
16,10.9,-67.0,No,388134,2912,0,1997,At Risk,0,0,0,South
16,10.9,-67.0,No,396324,2970,0,1998,At Risk,0,0,0,South
16,10.9,-67.0,No,404726,3029,0,1999,At Risk,0,0,0,South
16,10.9,-67.0,No,414803,3090,0,2000,At Risk,0,0,0,South
16,10.9,-67.0,No,421979,3152,0,2001,At Risk,0,0,0,South
16,10.9,-67.0,No,431896,3215,0,2002,At Risk,1,1,25,South
16,10.9,-67.0,No,441354,3279,0,2003,At Risk,0,0,0,South
16,10.9,-67.0,No,450535,3345,0,2004,At Risk,0,0,0,South
16,10.9,-67.0,No,458915,3411,0,2005,At Risk,0,0,0,South
16,10.9,-67.0,No,469699,3480,0,2006,At Risk,0,0,0,South
16,10.9,-67.0,No,478623,3549,0,2007,At Risk,0,0,0,South
16,10.9,-67.0,No,490350,3620,0,2008,At Risk,0,0,0,South
16,10.9,-67.0,No,404005,3693,0,2009,At Risk,0,0,0,South
16,10.9,-67.0,No,488682,3767,0,2010,At Risk,0,0,0,South
16,10.9,-67.0,No,466555,3842,0,2011,At Risk,0,0,0,South
16,10.9,-67.0,No,516261,3919,0,2012,At Risk,0,0,0,South
16,10.9,-67.0,No,538363,3997,0,2013,At Risk,0,0,0,South
16,10.9,-67.0,No,548269,4077,0,2014,At Risk,0,0,0,South
16,10.9,-67.0,No,560824,4159,0,2015,At Risk,0,0,0,South
16,10.9,-67.0,No,571480,4242,0,2016,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1695941,8370,0,1980,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1734439,8537,0,1981,At Risk,1,1,0,South
17,33.8,-80.7,Yes,1768434,8708,2397,1982,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1810700,8882,0,1983,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1846189,9060,0,1984,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1880713,9241,0,1985,At Risk,1,1,55,South
17,33.8,-80.7,Yes,1916071,9426,0,1986,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1945387,9614,0,1987,At Risk,0,0,0,South
17,33.8,-80.7,Yes,1988769,9807,0,1988,At Risk,1,1,25,South
17,33.8,-80.7,Yes,2032720,10003,0,1989,At Risk,1,1,85,South
17,33.8,-80.7,Yes,2064431,10203,0,1990,At Risk,1,2,15,South
17,33.8,-80.7,Yes,2113358,10407,0,1991,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2151398,10615,0,1992,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2203892,10827,0,1993,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2240036,11044,0,1994,At Risk,2,3,25,South
17,33.8,-80.7,Yes,2289541,11265,0,1995,At Risk,1,1,35,South
17,33.8,-80.7,Yes,2328005,11490,0,1996,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2374333,11720,0,1997,At Risk,1,1,20,South
17,33.8,-80.7,Yes,2409948,11954,0,1998,At Risk,1,1,40,South
17,33.8,-80.7,Yes,2456460,12193,0,1999,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2500430,12437,0,2000,At Risk,2,3,25,South
17,33.8,-80.7,Yes,2552939,12686,0,2001,At Risk,1,3,25,South
17,33.8,-80.7,Yes,2606040,12940,0,2002,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2647216,13198,92302,2003,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2699366,13462,0,2004,At Risk,1,1,45,South
17,33.8,-80.7,Yes,2759292,13732,0,2005,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2808683,14006,0,2006,At Risk,1,1,35,South
17,33.8,-80.7,Yes,2874687,14286,0,2007,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2925282,14572,0,2008,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2879798,14864,0,2009,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2695300,15161,0,2010,At Risk,0,0,0,South
17,33.8,-80.7,Yes,2905953,15464,0,2011,At Risk,0,0,0,South
17,33.8,-80.7,Yes,3061483,15773,58152,2012,At Risk,0,0,0,South
17,33.8,-80.7,Yes,3227795,16089,0,2013,At Risk,0,0,0,South
17,33.8,-80.7,Yes,3286864,16411,82545,2014,At Risk,0,0,0,South
17,33.8,-80.7,Yes,3421625,17073,37932,2016,At Risk,0,0,0,South
18,30.0,-63.4,Yes,334459,1975,0,1980,At Risk,0,0,0,South
18,30.0,-63.4,Yes,340212,2014,0,1981,At Risk,0,0,0,South
18,30.0,-63.4,Yes,345519,2054,0,1982,At Risk,1,1,50,South
18,30.0,-63.4,Yes,352706,2095,0,1983,At Risk,1,1,25,South
18,30.0,-63.4,Yes,360324,2137,0,1984,At Risk,1,2,45,South
18,30.0,-63.4,Yes,368900,2180,54813,1985,At Risk,1,1,30,South
18,30.0,-63.4,Yes,375540,2224,0,1986,At Risk,0,0,0,South
18,30.0,-63.4,Yes,384253,2268,16671,1987,At Risk,0,0,0,South
18,30.0,-63.4,Yes,390016,2314,0,1988,At Risk,0,0,0,South
18,30.0,-63.4,Yes,399767,2360,0,1989,At Risk,0,0,0,South
18,30.0,-63.4,Yes,407642,2407,0,1990,At Risk,1,1,65,South
18,30.0,-63.4,Yes,417507,2455,0,1991,At Risk,1,2,85,South
18,30.0,-63.4,Yes,426108,2504,0,1992,At Risk,1,1,30,South
18,30.0,-63.4,Yes,434460,2554,0,1993,At Risk,1,1,30,South
18,30.0,-63.4,Yes,441628,2605,0,1994,At Risk,1,1,35,South
18,30.0,-63.4,Yes,448606,2658,0,1995,At Risk,1,2,80,South
18,30.0,-63.4,Yes,458789,2711,0,1996,At Risk,1,1,75,South
18,30.0,-63.4,Yes,468653,2765,130749,1997,At Risk,0,0,0,South
18,30.0,-63.4,Yes,477136,2820,0,1998,At Risk,0,0,0,South
18,30.0,-63.4,Yes,485772,2877,0,1999,At Risk,1,2,95,South
18,30.0,-63.4,Yes,496265,2934,0,2000,At Risk,0,0,0,South
18,30.0,-63.4,Yes,506785,2993,0,2001,At Risk,1,2,45,South
18,30.0,-63.4,Yes,516820,3053,0,2002,At Risk,0,0,0,South
18,30.0,-63.4,Yes,525192,3114,0,2003,At Risk,2,2,50,South
18,30.0,-63.4,Yes,536484,3176,0,2004,At Risk,0,0,0,South
18,30.0,-63.4,Yes,546570,3240,0,2005,At Risk,3,4,75,South
18,30.0,-63.4,Yes,558321,3304,0,2006,At Risk,0,0,0,South
18,30.0,-63.4,Yes,566696,3370,25649,2007,At Risk,0,0,0,South
18,30.0,-63.4,Yes,579786,3438,0,2008,At Risk,1,8,80,South
18,30.0,-63.4,Yes,427855,3507,19041,2009,At Risk,0,0,0,South
18,30.0,-63.4,Yes,549001,3577,0,2010,At Risk,0,0,0,South
18,30.0,-63.4,Yes,614571,3648,0,2011,At Risk,2,3,110,South
18,30.0,-63.4,Yes,606091,3721,0,2012,At Risk,0,0,0,South
18,30.0,-63.4,Yes,658571,3872,0,2014,At Risk,0,0,0,South
18,30.0,-63.4,Yes,674904,3949,123931,2015,At Risk,0,0,0,South
18,30.0,-63.4,Yes,689482,4028,0,2016,At Risk,0,0,0,South
19,12.6,-80.8,Yes,821487,5990,0,1980,At Risk,1,2,20,South
19,12.6,-80.8,Yes,834302,6109,0,1981,At Risk,2,3,30,South
19,12.6,-80.8,Yes,850737,6232,45000,1982,At Risk,0,0,0,South
19,12.6,-80.8,Yes,863839,6356,0,1983,At Risk,0,0,0,South
19,12.6,-80.8,Yes,878697,6483,0,1984,At Risk,0,0,0,South
19,12.6,-80.8,Yes,898204,6613,0,1985,At Risk,0,0,0,South
19,12.6,-80.8,Yes,919851,6745,0,1986,At Risk,0,0,0,South
19,12.6,-80.8,Yes,936040,6880,0,1987,At Risk,0,0,0,South
19,12.6,-80.8,Yes,950174,7018,0,1988,At Risk,0,0,0,South
19,12.6,-80.8,Yes,967942,7158,0,1989,At Risk,0,0,0,South
19,12.6,-80.8,Yes,989431,7301,0,1990,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1005657,7447,0,1991,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1023156,7596,0,1992,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1047712,7748,20473,1993,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1071390,7903,0,1994,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1097532,8061,0,1995,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1121568,8222,0,1996,At Risk,3,4,65,South
19,12.6,-80.8,Yes,1142878,8387,0,1997,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1164935,8555,0,1998,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1188001,8726,0,1999,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1210098,8900,102638,2000,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1234300,9078,0,2001,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1253678,9260,0,2002,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1274991,9445,0,2003,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1300745,9634,0,2004,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1328581,9826,0,2005,At Risk,1,5,60,South
19,12.6,-80.8,Yes,1355684,10023,0,2006,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1385916,10223,94056,2007,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1411140,10428,0,2008,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1125473,10636,85730,2009,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1475842,10849,0,2010,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1349057,11066,0,2011,At Risk,1,4,25,South
19,12.6,-80.8,Yes,1534244,11288,0,2012,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1576105,11513,0,2013,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1613301,11744,0,2014,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1646858,11978,0,2015,At Risk,0,0,0,South
19,12.6,-80.8,Yes,1676172,12218,81738,2016,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1440680,6620,0,1980,At Risk,1,2,65,South
20,30.8,-30.3,Yes,1469061,6753,0,1981,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1493007,6888,53956,1982,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1526003,7026,0,1983,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1551029,7166,0,1984,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1586392,7309,45757,1985,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1613996,7456,0,1986,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1648374,7605,0,1987,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1683319,7757,0,1988,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1721362,7912,42013,1989,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1752175,8070,39457,1990,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1789321,8232,0,1991,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1824570,8396,0,1992,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1859785,8564,0,1993,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1899770,8735,0,1994,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1944795,8910,0,1995,At Risk,0,0,0,South
20,30.8,-30.3,Yes,1985441,9088,0,1996,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2022568,9270,0,1997,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2061200,9456,0,1998,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2103866,9645,0,1999,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2144050,9838,0,2000,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2178569,10034,0,2001,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2213862,10235,0,2002,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2266774,10440,0,2003,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2303042,10649,39462,2004,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2347951,10861,104839,2005,At Risk,0,0,0,South
20,30.8,-30.3,Yes,2385988,11079,0,2006,At Risk,0,0,0,South
